,Sat_mean,Sat_SD,Field_mean,Field_SD,Sat_SD/mean (%),Field_SD/mean (%),Sat/Field
Band1,0.015516666666666666,0.0004900396809329718,0.015151184085832737,0.00302302124378643,3.158150467881666,19.952376175094695,1.0241223774170678
Band2,0.0194975,0.0017007332977277774,0.020214582169183294,0.004044556868874901,8.722827530338645,20.008115107324567,0.9645264906698655
Band3,0.047817083333333336,0.0026850356595500844,0.05157182735960004,0.007308452626189917,5.615222578158262,14.171405203910146,0.927193892120874
Band4,0.023055000000000003,0.0030714912230597915,0.022127378683779196,0.007005167324785329,13.322451628973285,31.658369592239914,1.041921880105067
Band5,0.08383333333333334,0.003949152511052917,0.08649891640043729,0.011877227788506518,4.710718701057157,13.731071188825288,0.9691836247431826
Band6,0.3409608333333333,0.022749065166995812,0.35476905480261023,0.050522024203100396,6.672046447269108,14.24082047720039,0.961078280976452
Band7,0.41856499999999996,0.0313564285009204,0.45767926619327065,0.07247783432397609,7.491411967297887,15.835944443541791,0.9145378235754439
Band8,0.4566695833333333,0.037638656323338494,0.4855953303662211,0.07178469050088924,8.241988890218073,14.782821417733041,0.9404324028176447
Band8a,0.47318458333333335,0.03122749676155704,0.5009129984922547,0.07161161358688489,6.599432412099303,14.296217866662564,0.9446442491163461
Band11,0.17847083333333333,0.0063180613565836435,0.17341067868454135,0.020155315911506256,3.540108620876601,11.62288047333673,1.029180179024598
Band12,0.07214208333333333,0.0028586746334135723,0.07121414984954963,0.010004014769041626,3.9625617965661357,14.047790769357745,1.0130301841100975
