,Sat_mean,Sat_SD,Field_mean,Field_SD,Sat_SD/mean (%),Field_SD/mean (%),Sat/Field
Band1,0.023332653061224493,0.0012056648187384793,0.015106449865834414,0.00331466536747604,5.167285587176199,21.942053870464107,1.5445490680106726
Band2,0.019512244897959184,0.001592153291391974,0.017503916173270784,0.0040338938339780535,8.159764802657328,23.04566471895003,1.1147359656438027
Band3,0.05029183673469388,0.002072151276359897,0.04871947031033581,0.007497141545689489,4.1202537248563464,15.388388867805432,1.0322738817631294
Band4,0.030661224489795916,0.003925053818766894,0.024057517190589083,0.007783268708024958,12.801360298161464,32.35275130997162,1.2744966260188353
Band5,0.48214285714285715,0.027280036806486628,0.5038730087764655,0.07516849299494358,5.658081708012041,14.918142406054296,0.9568737533959703
Band6,0.17801632653061225,0.0040201709243171116,0.17597577863608435,0.022175845528863314,2.258315853757262,12.601646488362855,1.0115956179330094
Band7,0.0758265306122449,0.0021762892505648498,0.07117139504215492,0.011015532204711782,2.870089443619369,15.477471248367785,1.0654073953072403
