,Sat_mean,Sat_SD,Field_mean,Field_SD,Sat_SD/mean (%),Field_SD/mean (%),Sat/Field
Band1,0.023332653061224493,0.0012056648187384793,0.015231980619988194,0.0030485401805751947,5.167285587176199,20.01407601960012,1.5318200333452485
Band2,0.019512244897959184,0.001592153291391974,0.017591486245508423,0.0037553349830837745,8.159764802657328,21.347457120302227,1.109186831950665
Band3,0.05029183673469388,0.002072151276359897,0.04851615293562838,0.007133979661791804,4.1202537248563464,14.704339132695095,1.0365998475069014
Band4,0.030661224489795916,0.003925053818766894,0.02445301017664928,0.007252385551520023,12.801360298161464,29.658457176145482,1.2538834388199371
Band5,0.48214285714285715,0.027280036806486628,0.501201824686092,0.07162750773057514,5.658081708012041,14.291150630873343,0.9619734673648253
Band6,0.17801632653061225,0.0040201709243171116,0.17275680765858298,0.02017907762239197,2.258315853757262,11.680626596360602,1.030444640320187
Band7,0.0758265306122449,0.0021762892505648498,0.07162184836269031,0.010066701789963403,2.870089443619369,14.05535045533314,1.0587066983843008
