340.276	-7.152774169E0
340.656	-7.152774169E0
341.035	-7.152774169E0
341.415	-78.46296052E0
341.794	-85.76733821E0
342.174	-88.04909973E0
342.553	-89.63879543E0
342.933	-89.39211851E0
343.312	-82.09459296E0
343.692	-73.85832468E0
344.071	-54.81623686E0
344.45	-43.91448742E0
344.83	-24.18718594E0
345.209	-8.523201504E0
345.588	15.24000848E0
345.967	36.4131108E0
346.346	58.75107635E0
346.725	74.93582317E0
347.104	1.010835767E2
347.483	1.209410688E2
347.862	1.471093787E2
348.241	1.695021614E2
348.62	1.921827338E2
348.999	2.121909729E2
349.377	2.286361009E2
349.756	2.504464519E2
350.135	2.718525269E2
350.514	2.888595301E2
350.892	3.057568991E2
351.271	3.200778648E2
351.649	3.371945022E2
352.028	3.495009396E2
352.406	3.627324156E2
352.785	3.761351949E2
353.163	3.831997478E2
353.541	3.9574601E2
353.92	4.043728501E2
354.298	4.119718697E2
354.676	4.146304987E2
355.054	4.221678491E2
355.433	4.231819653E2
355.811	4.292529584E2
356.189	4.306576464E2
356.567	4.36605301E2
356.945	4.334533182E2
357.323	4.3535136E2
357.701	4.320760387E2
358.078	4.353719164E2
358.456	4.358241574E2
358.834	4.335218395E2
359.212	4.321582643E2
359.59	4.273206558E2
359.967	4.294311139E2
360.345	4.283895892E2
360.722	4.251485285E2
361.1	4.237095798E2
361.477	4.18755485E2
361.855	4.155623893E2
362.232	4.11636115E2
362.61	4.103616176E2
362.987	4.097654817E2
363.364	4.062914484E2
363.742	4.069012885E2
364.119	3.972808887E2
364.496	3.993981989E2
364.873	3.961776947E2
365.25	3.94039828E2
365.627	3.936561084E2
366.004	3.920664127E2
366.381	3.856870734E2
366.758	3.89325558E2
367.135	3.879003136E2
367.512	3.88174399E2
367.889	3.842823854E2
368.266	3.848716691E2
368.643	3.829051059E2
369.019	3.846935136E2
369.396	3.797188624E2
369.773	3.863311743E2
370.149	3.845701751E2
370.526	3.826173162E2
370.902	3.861598708E2
371.279	3.849607469E2
371.655	3.862352443E2
372.031	3.872150999E2
372.408	3.872082477E2
372.784	3.793831077E2
373.16	3.844057239E2
373.537	3.861598708E2
373.913	3.839466307E2
374.289	3.878660529E2
374.665	3.860639409E2
375.041	3.881127298E2
375.417	3.865093298E2
375.793	3.863517307E2
376.169	3.935533263E2
376.545	3.874823332E2
376.921	3.943961391E2
377.297	3.928269998E2
377.672	3.922925332E2
378.048	3.914702768E2
378.424	3.956500801E2
378.8	3.950128314E2
379.175	3.941083494E2
379.551	3.979455459E2
379.926	3.986239074E2
380.302	3.928269998E2
380.677	3.980346237E2
381.053	3.982675963E2
381.428	4.009673382E2
381.803	3.972055152E2
382.179	3.988157673E2
382.554	4.018512638E2
382.929	3.98349822E2
383.304	3.968423519E2
383.68	4.047497176E2
384.055	4.037767142E2
384.43	4.037493057E2
384.805	3.995695023E2
385.18	4.079976304E2
385.555	4.004328715E2
385.93	4.037081929E2
386.304	4.05770686E2
386.679	4.037493057E2
387.054	4.043454416E2
387.429	4.023172091E2
387.803	4.044550758E2
388.178	4.059762501E2
388.553	4.05016951E2
388.927	4.068944364E2
389.302	4.068601757E2
389.676	4.07175374E2
390.051	4.102245748E2
390.425	4.063531176E2
390.799	4.06524421E2
391.174	4.071137048E2
391.548	4.052841843E2
391.922	4.039617219E2
392.297	4.066272031E2
392.671	4.077235449E2
393.045	4.055445655E2
393.419	4.0998475E2
393.793	4.041878424E2
394.167	4.080387432E2
394.541	4.088130347E2
394.915	4.107658936E2
395.289	4.104301389E2
395.663	4.086143227E2
396.036	4.083196808E2
396.41	4.08326533E2
396.784	4.073672338E2
397.158	4.113414731E2
397.531	4.162818637E2
397.905	4.104301389E2
398.278	4.146853158E2
398.652	4.122596594E2
399.025	4.116772278E2
399.399	4.121089124E2
399.772	4.144249346E2
400.145	4.205233363E2
400.519	4.214072619E2
400.892	4.153705295E2
401.265	4.161311166E2
401.638	4.218526508E2
402.012	4.178372987E2
402.385	4.135478611E2
402.758	4.203520328E2
403.131	4.156857278E2
403.504	4.211331764E2
403.877	4.175974739E2
404.25	4.152403389E2
404.622	4.154870158E2
404.995	4.199340525E2
405.368	4.20461667E2
405.741	4.160625953E2
406.114	4.218457986E2
406.486	4.247442524E2
406.859	4.194201422E2
407.231	4.240864473E2
407.604	4.198929397E2
407.976	4.215237482E2
408.349	4.239151439E2
408.721	4.244359063E2
409.094	4.214004097E2
409.466	4.229832533E2
409.838	4.247785131E2
410.21	4.229901055E2
410.583	4.230928875E2
410.955	4.223939696E2
411.327	4.254020576E2
411.699	4.238055097E2
412.071	4.229764012E2
412.443	4.307672806E2
412.815	4.253609447E2
413.187	4.234354943E2
413.559	4.214826354E2
413.931	4.240453345E2
414.302	4.246962875E2
414.674	4.290953592E2
415.046	4.269232319E2
415.418	4.287527524E2
415.789	4.255528046E2
416.161	4.297805729E2
416.532	4.27478255E2
416.904	4.262174618E2
417.275	4.251690849E2
417.647	4.247305482E2
