,Sat_mean,Sat_SD,Field_mean,Field_SD,Sat_SD/mean (%),Field_SD/mean (%),Sat/Field
Band1,0.7820083333333333,0.0010097285613850722,0.8951058973197364,0.05025437118109789,0.12911992345159223,5.6143492442153775,0.8736489567043886
Band2,0.7617568181818182,0.0033369645338653933,0.9175450886630367,0.10705585705113732,0.4380616561897208,11.667639920249519,0.8302118638025526
Band3,0.7480280303030303,0.0032991577068759996,1.5996040231572803,0.2252964516290486,0.4410473368945135,14.08451394016633,0.46763325140091927
Band4,0.7692393939393939,0.0034771278110688896,1.3057707046048435,0.21024686379347213,0.4520215473185767,16.10136167491196,0.589107560176259
Band5,0.8370257575757576,0.0033779503650147396,2.3322477764724283,0.2650753773733104,0.40356588007496386,11.365661060860447,0.3588922952439367
Band6,0.8274833333333333,0.003836550033769423,4.579474843748454,0.40568848123617224,0.46364076220299577,8.858842882169926,0.1806939357823856
Band7,0.8061886363636364,0.003626494419802615,5.894984008808778,0.4598404073991785,0.4498319941794444,7.800536977064679,0.13675840937973063
Band8,0.8908075757575757,0.004238096006393945,6.495388956254602,0.36870542614662766,0.4757588643978146,5.676417973269951,0.1371446085456962
Band8a,0.8199386363636364,0.003816782075678823,7.329750788688555,0.3501666405914232,0.46549606353543144,4.7773335095077,0.11186446306318969
Band11,0.21366969696969695,0.0011329727185152817,8.552091465970026,0.2191947819329969,0.5302449222249621,2.5630546960963145,0.0249844962276092
Band12,0.21535757575757575,0.0010087587040757907,8.326128835421901,0.2158189689482201,0.4684110603154879,2.5920685736936973,0.025865270645510394
