,Sat_mean,Sat_SD,Field_mean,Field_SD,Sat_SD/mean (%),Field_SD/mean (%),Sat/Field
Band1,0.023332653061224493,0.0012056648187384793,0.015231980596588902,0.003048540175872101,5.167285587176199,20.014076019469197,1.5318200356984226
Band2,0.019512244897959184,0.001592153291391974,0.017591486218489792,0.003755334977311287,8.159764802657328,21.347457120275525,1.1091868336542565
Band3,0.05029183673469388,0.002072151276359897,0.04851615285988489,0.007133979650322727,4.1202537248563464,14.704339132011823,1.0365998491252424
Band4,0.030661224489795916,0.003925053818766894,0.02445301013721145,0.007252385539910387,12.801360298161464,29.65845717650133,1.253883440842201
Band5,0.48214285714285715,0.027280036806486628,0.5012018245434885,0.07162750771266331,5.658081708012041,14.29115063136573,0.9619734676385289
Band6,0.17801632653061225,0.0040201709243171116,0.17275680751061878,0.020179077604632223,2.258315853757262,11.68062659608472,1.0304446412027508
Band7,0.0758265306122449,0.0021762892505648498,0.07162184827304853,0.01006670177690432,2.870089443619369,14.05535045469141,1.0587066997093761
