Wavelength,rad_cal_mean
672.74,2.146609925224682e-05
673.079,2.1550368626869015e-05
673.418,2.154326343349082e-05
673.757,2.163479553404998e-05
674.097,2.1827710040389182e-05
674.436,2.2051439673160533e-05
674.775,2.1986055118711698e-05
675.114,2.203447105172708e-05
675.453,2.2063758359580867e-05
675.792,2.2116555760827193e-05
676.131,2.2263266452827914e-05
676.47,2.2356569892548832e-05
676.808,2.2441702419365715e-05
677.147,2.2490443269042247e-05
677.486,2.2480349993888494e-05
677.824,2.262482968058463e-05
678.163,2.2701974407206145e-05
678.502,2.2807264306791694e-05
678.84,2.2878559965386126e-05
679.178,2.2912089444714646e-05
679.517,2.3052641281365916e-05
679.855,2.3148033926379927e-05
680.194,2.307433205355795e-05
680.532,2.3228061793404766e-05
680.87,2.3289243636713238e-05
681.208,2.3313515998455473e-05
681.546,2.3258287441435715e-05
681.884,2.3298357850211414e-05
682.222,2.3367142043091283e-05
682.56,2.324919932963187e-05
682.898,2.338515917275669e-05
683.236,2.3559528700024396e-05
683.574,2.3561338970215554e-05
683.912,2.368695028812137e-05
684.249,2.3517606177801628e-05
684.587,2.3297107530328413e-05
684.925,2.336885879162346e-05
685.262,2.3037263032542107e-05
685.6,2.2980127743757507e-05
685.937,2.3315279276000383e-05
686.275,2.4672437580340435e-05
686.612,2.6336116129319028e-05
686.949,2.6849851448136558e-05
687.287,2.583612986367255e-05
687.624,2.4522460844885595e-05
687.961,2.3786115491528273e-05
688.298,2.3744839798932027e-05
688.635,2.3984344203689937e-05
688.972,2.3961632141292504e-05
689.309,2.407042006396207e-05
689.646,2.407313596749402e-05
689.983,2.400026992720708e-05
690.32,2.4003299762977502e-05
690.657,2.4091582974923944e-05
690.994,2.4278680739483165e-05
691.33,2.4333701352971744e-05
691.667,2.4354142288717976e-05
692.004,2.4536060902492044e-05
692.34,2.473406750251638e-05
692.677,2.4880507559922482e-05
693.013,2.5017728015955295e-05
693.35,2.5262589234909786e-05
693.686,2.547990320933164e-05
694.022,2.569127810383236e-05
694.359,2.5625044413777712e-05
694.695,2.5691173920509252e-05
695.031,2.5821839997215406e-05
695.367,2.5848026002945562e-05
695.703,2.5911949704432713e-05
696.039,2.566390056186895e-05
696.375,2.5599327266859334e-05
696.711,2.5598486206233106e-05
697.047,2.6016638950606965e-05
697.383,2.6221325008319094e-05
697.719,2.6397609781865313e-05
698.054,2.6514481058686965e-05
698.39,2.6607561430091898e-05
698.726,2.683774047077695e-05
699.061,2.6898606374892483e-05
699.397,2.6876623757018392e-05
699.732,2.7105615242181236e-05
700.068,2.7309768780451516e-05
700.403,2.7322429953724608e-05
700.738,2.7238533732975757e-05
701.074,2.7354034757304886e-05
701.409,2.7607699407090405e-05
701.744,2.7648179138034264e-05
702.079,2.7629119209803503e-05
702.414,2.7632111001840307e-05
702.749,2.7509124394705373e-05
703.084,2.7570381463818482e-05
703.419,2.7667603048784955e-05
703.754,2.7747349561711032e-05
704.089,2.7742177287059917e-05
704.424,2.7736022839161575e-05
704.759,2.7921839436121436e-05
705.093,2.8175035117688126e-05
705.428,2.829979021658817e-05
705.763,2.8420949716102286e-05
706.097,2.8498962613780926e-05
706.432,2.865877208378664e-05
706.766,2.8518417852563477e-05
707.1,2.8712358936065524e-05
707.435,2.8683724319037182e-05
707.769,2.8798904137674303e-05
708.103,2.8969537203255966e-05
708.438,2.9208981260525487e-05
708.772,2.9142900139134853e-05
709.106,2.9201926266719796e-05
709.44,2.9226112224536777e-05
709.774,2.9412411633040085e-05
710.108,2.92788708240797e-05
710.442,2.9491360808572536e-05
710.776,2.9638350411903117e-05
711.11,2.9775217481017684e-05
711.443,2.9839537406072673e-05
711.777,2.9793063525034517e-05
712.111,3.0117686730427146e-05
712.444,3.0182283138663164e-05
712.778,3.0068697593097705e-05
713.111,3.0287735057855444e-05
713.445,3.009293573250288e-05
713.778,3.0323079000502433e-05
714.112,3.060439724992928e-05
714.445,3.0708841349417725e-05
714.778,3.081260188771534e-05
715.112,3.058052849294413e-05
715.445,3.05300755151505e-05
715.778,3.083992928663253e-05
716.111,3.146074031834453e-05
716.444,3.2159673732322774e-05
716.777,3.255379438250531e-05
717.11,3.2977906159674673e-05
717.443,3.3049429954663555e-05
717.776,3.340768084765314e-05
718.108,3.347992012246429e-05
718.441,3.381854164919068e-05
718.774,3.322178058391849e-05
719.106,3.30036053131196e-05
719.439,3.3008160226900676e-05
719.772,3.325027608775069e-05
720.104,3.276802441379607e-05
720.436,3.201419491459929e-05
720.769,3.0939863648673434e-05
721.101,3.047605585080513e-05
721.433,3.052414804571974e-05
721.766,3.0774758381591806e-05
722.098,3.1024282617707435e-05
722.43,3.14691545201731e-05
722.762,3.2429751285267786e-05
723.094,3.330932584131745e-05
723.426,3.360098215385908e-05
723.758,3.360323044416337e-05
724.09,3.349506062998496e-05
724.422,3.353374312566143e-05
724.754,3.3401307041660476e-05
725.085,3.337246584006247e-05
725.417,3.309338738039766e-05
725.749,3.315689344581043e-05
726.08,3.291798296110442e-05
726.412,3.2814804570567106e-05
726.743,3.319565057384283e-05
727.075,3.388488984945486e-05
727.406,3.392623018243429e-05
727.737,3.363318196429679e-05
728.069,3.3245811877249516e-05
728.4,3.416710602985557e-05
728.731,3.4662879928230236e-05
729.062,3.439332507141784e-05
729.393,3.387653587941617e-05
729.725,3.397570446975012e-05
730.056,3.4408177877522546e-05
730.386,3.4730766699438164e-05
730.717,3.4587048360360366e-05
731.048,3.4799148601752706e-05
731.379,3.4526012387133075e-05
731.71,3.473477390324501e-05
732.04,3.4421545037368e-05
732.371,3.4646500726411465e-05
732.702,3.4830792331842305e-05
733.032,3.4964635461310314e-05
733.363,3.490382533352918e-05
733.693,3.4952139302376214e-05
734.024,3.524233346143567e-05
734.354,3.576149715332595e-05
734.684,3.605538860956825e-05
735.015,3.6341926015663756e-05
735.345,3.663095534833236e-05
735.675,3.69071341682414e-05
736.005,3.705925609928934e-05
736.335,3.709362381530139e-05
736.665,3.688110933458198e-05
736.995,3.6853344302095976e-05
737.325,3.697254659747365e-05
737.655,3.7080727854240716e-05
737.985,3.760031072087432e-05
738.314,3.8036471167267955e-05
738.644,3.808317240611591e-05
738.974,3.7868932199602874e-05
739.303,3.77571422895421e-05
739.633,3.75826086748806e-05
739.962,3.770355074264045e-05
740.292,3.781556814854226e-05
740.621,3.787655025874169e-05
740.95,3.817672595480383e-05
741.28,3.802098569606758e-05
741.609,3.7985458599286675e-05
741.938,3.799006855818744e-05
742.267,3.78572336602888e-05
742.596,3.761144198461277e-05
742.926,3.754575466710752e-05
743.255,3.768683996241869e-05
743.583,3.797602961064826e-05
743.912,3.8263384481070695e-05
744.241,3.8366154226237526e-05
744.57,3.832453415198024e-05
744.899,3.842385636739437e-05
745.227,3.84555804301701e-05
745.556,3.8825343291788044e-05
745.885,3.892844684760901e-05
746.213,3.911240866915314e-05
746.542,3.907723399126652e-05
746.87,3.937263059660616e-05
747.199,3.9572935594739506e-05
747.527,3.986339996293146e-05
747.855,3.9883197101623445e-05
748.184,3.991698194671192e-05
748.512,4.048888886397219e-05
748.84,4.0556148230641557e-05
749.168,4.0961332549737953e-05
749.496,4.0828512846710746e-05
749.824,4.0753980806087275e-05
750.152,4.090275679788355e-05
750.48,4.1316803713311265e-05
750.808,4.13717376624436e-05
751.135,4.12627772242292e-05
751.463,4.1285523311663204e-05
751.791,4.148296876845402e-05
752.119,4.1944013282545274e-05
752.446,4.206851833374476e-05
752.774,4.192042612794175e-05
753.101,4.200000851145423e-05
753.429,4.2036132899885136e-05
753.756,4.2206309242983694e-05
754.083,4.235824893502838e-05
754.411,4.252257080842031e-05
754.738,4.280583452687943e-05
755.065,4.302359403603412e-05
755.392,4.321437886569446e-05
755.719,4.3281153465174767e-05
756.046,4.343641883606209e-05
756.373,4.3567518346425256e-05
756.7,4.391041956876248e-05
757.027,4.3739073116107626e-05
757.354,4.3440151041743516e-05
757.681,4.3089546314048206e-05
758.008,4.307452937824906e-05
758.334,4.2109716542322993e-05
758.661,4.340418582617624e-05
758.987,4.791131896922563e-05
759.314,5.584673442392147e-05
759.64,6.502433028289732e-05
759.967,7.186120822640896e-05
760.293,7.360330994348992e-05
760.62,6.640888175210874e-05
760.946,5.271134628374921e-05
761.272,4.383381889727483e-05
761.598,4.0052477098672224e-05
761.924,3.992835582406826e-05
762.25,4.277503757005813e-05
762.577,4.437117956628689e-05
762.902,4.517523640206376e-05
763.228,4.5843583836358926e-05
763.554,4.581375477068403e-05
763.88,4.514990625838876e-05
764.206,4.450396071848082e-05
764.532,4.382974568395636e-05
764.857,4.329841046960664e-05
765.183,4.339659655363083e-05
765.508,4.371709949769438e-05
765.834,4.397875782244396e-05
766.159,4.412215727369972e-05
766.485,4.431580782439148e-05
766.81,4.471379357459167e-05
767.136,4.514740283920763e-05
767.461,4.542395177297513e-05
767.786,4.63211180386215e-05
768.111,4.6840730315657726e-05
768.436,4.733227914940305e-05
768.761,4.821061311720064e-05
769.086,4.881039085905368e-05
769.411,4.882708912598471e-05
769.736,4.923313844030815e-05
770.061,4.9134466863971474e-05
770.386,4.963145626565388e-05
770.711,5.026116569434782e-05
771.035,5.0571590734709705e-05
771.36,5.091091282816607e-05
771.685,5.080721812776769e-05
772.009,5.105110454584047e-05
772.334,5.136622258078858e-05
772.658,5.134375705239777e-05
772.983,5.1406944853355565e-05
773.307,5.16205317862826e-05
773.631,5.196405216336685e-05
773.955,5.257294010275217e-05
774.28,5.320375812791211e-05
774.604,5.325030223647155e-05
774.928,5.325682079249028e-05
775.252,5.3148630174873133e-05
775.576,5.332176429061075e-05
775.9,5.343232707947269e-05
776.224,5.33398042642063e-05
776.548,5.3848668520733986e-05
776.871,5.424756600525875e-05
777.195,5.449293171438782e-05
777.519,5.490305824152732e-05
777.842,5.494768036500349e-05
778.166,5.483517096013502e-05
778.49,5.495891388368007e-05
778.813,5.495234866027099e-05
779.136,5.524941128926818e-05
779.46,5.5258895260967334e-05
779.783,5.557204216619443e-05
780.106,5.5597637435350295e-05
780.43,5.5648651810796594e-05
780.753,5.575411251587634e-05
781.076,5.561819251633953e-05
781.399,5.556840291337188e-05
781.722,5.5675287502065765e-05
782.045,5.559395997559371e-05
782.368,5.5848280732352774e-05
782.691,5.6303711596667624e-05
783.014,5.644352297193993e-05
783.336,5.645783862759352e-05
783.659,5.6432306159602036e-05
783.982,5.637693678329177e-05
784.304,5.655676613894833e-05
784.627,5.659761527428896e-05
784.949,5.6695640701604555e-05
785.272,5.674990480438455e-05
785.594,5.7118766359969534e-05
785.917,5.695458572222368e-05
786.239,5.741915399146039e-05
786.561,5.741454051909982e-05
786.883,5.7782648546164536e-05
787.205,5.766280598215096e-05
787.528,5.779782560689602e-05
787.85,5.760383027414088e-05
788.172,5.7548067264926924e-05
788.494,5.7462261336829204e-05
788.815,5.737153951521862e-05
789.137,5.713335562141851e-05
789.459,5.689052746473253e-05
789.781,5.650137924136554e-05
790.103,5.646928300906134e-05
790.424,5.630687574208491e-05
790.746,5.6638921258017466e-05
791.067,5.6475484598533004e-05
791.389,5.654789473143839e-05
791.71,5.647637394765515e-05
792.032,5.673433799974951e-05
792.353,5.7190818640561786e-05
792.674,5.733295312563726e-05
792.995,5.765272084732011e-05
793.317,5.7812086830857725e-05
793.638,5.7974133770330476e-05
793.959,5.8049878185132963e-05
794.28,5.841471302027736e-05
794.601,5.794663953433614e-05
794.922,5.801656622616049e-05
795.242,5.8581540823195466e-05
795.563,5.903493225558351e-05
795.884,5.956806032978037e-05
796.205,5.9464898293252884e-05
796.525,5.975674681113391e-05
796.846,5.970904157046133e-05
797.166,6.0091892149303046e-05
797.487,5.996329169222924e-05
797.807,6.038305930925709e-05
798.128,6.052096052888704e-05
798.448,6.0847232415690685e-05
798.768,6.112937541313808e-05
799.089,6.182910634467019e-05
799.409,6.233219653162237e-05
799.729,6.263572036058292e-05
800.049,6.272781806822645e-05
800.369,6.286684423895518e-05
800.689,6.281157910183152e-05
801.009,6.270760317281601e-05
801.329,6.31204081224759e-05
801.649,6.31877804938489e-05
801.969,6.366346635245606e-05
802.288,6.402213241407237e-05
802.608,6.427772895050335e-05
802.928,6.419920715737453e-05
803.247,6.448082977774831e-05
803.567,6.475698538238637e-05
803.886,6.542751360308206e-05
804.205,6.61116432035707e-05
804.525,6.610395389016567e-05
804.844,6.595086162743766e-05
805.163,6.597876739754377e-05
805.483,6.621394045322358e-05
805.802,6.655363862303531e-05
806.121,6.647203200612741e-05
806.44,6.744668639749874e-05
806.759,6.764206052871073e-05
807.078,6.936248923487041e-05
807.397,6.826188258864811e-05
807.716,6.887306915407287e-05
808.034,6.945732884417808e-05
808.353,6.973275350141769e-05
808.672,7.01106907829164e-05
808.99,7.067136004402324e-05
809.309,7.098776122025124e-05
809.627,7.086579852526572e-05
809.946,7.116754142998528e-05
810.264,7.13209655338438e-05
810.583,7.177221176416462e-05
810.901,7.215969706840088e-05
811.219,7.235936757829943e-05
811.538,7.258097377488322e-05
811.856,7.308227225464787e-05
812.174,7.381910915339493e-05
812.492,7.439075359857411e-05
812.81,7.556099097892505e-05
813.128,7.644974503419517e-05
813.446,7.638345061920387e-05
813.764,7.60595406498108e-05
814.081,7.714314243143339e-05
814.399,7.741476791208536e-05
814.717,7.757309480812942e-05
815.034,7.703587788103323e-05
815.352,7.771669327190154e-05
815.67,7.840915880693128e-05
815.987,7.954921646305337e-05
816.304,7.852822246960421e-05
816.622,7.697557176481151e-05
816.939,7.665292927440768e-05
817.256,7.752900825227131e-05
817.574,7.82364030532209e-05
817.891,7.749256763117176e-05
818.208,7.70117315445502e-05
818.525,7.7563195439215e-05
818.842,7.77658405476352e-05
819.159,7.917369719137171e-05
819.476,7.883442790294207e-05
819.793,7.74783406963432e-05
820.109,7.586670851771621e-05
820.426,7.577350203493852e-05
820.743,7.62335822368777e-05
821.06,7.746100548479819e-05
821.376,7.813761796043405e-05
821.693,8.038652506642594e-05
822.009,8.539458790028212e-05
822.326,9.003615931332602e-05
822.642,9.178646776025819e-05
822.958,8.786721522568464e-05
823.275,8.348623398622012e-05
823.591,8.121494107054227e-05
823.907,7.894902886552578e-05
824.223,7.860041536870968e-05
824.539,7.843356509344515e-05
824.855,7.99319477679176e-05
825.171,8.196847580403529e-05
825.487,8.335483320999053e-05
825.803,8.37452522106784e-05
826.119,8.365294158286405e-05
826.434,8.460452579066398e-05
826.75,8.671855771176886e-05
827.066,8.932823419382096e-05
827.381,9.052558752657969e-05
827.697,8.9699475723265e-05
828.012,8.963286565204478e-05
828.328,8.948977302913624e-05
828.643,9.036463829520656e-05
828.959,8.934562150505144e-05
829.274,8.928279504931412e-05
829.589,8.934659712601341e-05
829.904,8.995731971831123e-05
830.219,9.001139021242361e-05
830.534,8.975385859327824e-05
830.849,9.05427091155848e-05
831.164,9.176761179824392e-05
831.479,9.252454252318855e-05
831.794,9.302680053946603e-05
832.109,9.321336764004569e-05
832.424,9.328533929335907e-05
832.738,9.40913169851501e-05
833.053,9.50487499390436e-05
833.368,9.489276835661881e-05
833.682,9.467489109340209e-05
833.997,9.38186419762289e-05
834.311,9.393012365115202e-05
834.626,9.402530811052752e-05
834.94,9.488774997581927e-05
835.254,9.546843786397894e-05
835.568,9.643307271163825e-05
835.883,9.679804847864546e-05
836.197,9.715360869994418e-05
836.511,9.767321653870417e-05
836.825,9.800525023702318e-05
837.139,9.860281791614512e-05
837.453,9.894450975429244e-05
837.766,9.974242786778693e-05
838.08,0.00010050251191926503
838.394,0.00010103214464037074
838.708,0.000100811618000155
839.021,0.00010098659363961778
839.335,0.00010117893693886467
839.648,0.00010186868596820059
839.962,0.00010239675196475754
840.275,0.00010307610192160196
840.589,0.00010374732607561625
840.902,0.0001043718769219444
841.215,0.00010478366973173965
841.529,0.00010525301575012675
841.842,0.00010584337354664129
842.155,0.00010665401296774408
842.468,0.00010646107530069836
842.781,0.00010749681308990685
843.094,0.00010851960258955727
843.407,0.00010974188006814663
843.72,0.00010930081778008746
844.032,0.0001097604683423438
844.345,0.00011014528946863138
844.658,0.00011002402430579559
844.97,0.00011005847709973616
845.283,0.00011038454560338393
845.595,0.00011136312847081997
845.908,0.00011204542754975401
846.22,0.0001135383332502042
846.533,0.00011373427703615613
846.845,0.00011453155779779738
847.157,0.00011467324514743107
847.47,0.00011492202040122415
847.782,0.00011488611571022718
848.094,0.00011553706419250106
848.406,0.00011534650284111439
848.718,0.00011728361899314222
849.03,0.0001208272260321577
849.342,0.00012337059952404635
849.653,0.00012406808011428732
849.965,0.0001206865224681843
850.277,0.00011804805847680127
850.589,0.00011718443102214539
850.9,0.00011745423091187398
851.212,0.00011772391755635934
851.523,0.00011704941266630454
851.835,0.00011703217453411599
852.146,0.00011728262839237177
852.458,0.00011784368555595084
852.769,0.00011892071593995923
853.08,0.0001230528487871405
853.391,0.0001295229092111552
853.702,0.00013473818263173872
854.014,0.00013419333602209438
854.325,0.0001279804086780871
854.636,0.0001220101736360035
854.946,0.00011832553208744492
855.257,0.00011770446465262879
855.568,0.0001175235846565389
855.879,0.00011796775449275097
856.19,0.00011897824568491462
856.5,0.00012106299674222726
856.811,0.00012319101686220953
857.121,0.0001249777736092415
857.432,0.0001265079995664081
857.742,0.0001282061418193072
858.053,0.00013036512312207017
858.363,0.00013051437166408433
858.673,0.00013165410946932283
858.984,0.00013303791855555358
859.294,0.00013317130485798658
859.604,0.0001335990354721748
859.914,0.00013375729669466138
860.224,0.00013433014771613793
860.534,0.00013515156748394622
860.844,0.000136330801128279
861.154,0.00013610736187802261
861.464,0.0001370309498696301
861.773,0.0001368084947057912
862.083,0.00013755563409506674
862.393,0.0001378474145827705
862.702,0.00013880749036103714
863.012,0.00013940688976829527
863.321,0.00013999668006527688
863.631,0.00014069510131888395
863.94,0.00014132253670958095
864.249,0.000141790950657993
864.559,0.00014224389333712667
864.868,0.00014361063287617786
865.177,0.00014655044404645202
865.486,0.0001527575550077589
865.795,0.00015672144937855793
866.104,0.00015507438247949068
866.413,0.00014915242969853226
866.722,0.00014469935728440644
867.031,0.00014271596545496716
867.34,0.00014240232442753255
867.648,0.00014237220206473906
867.957,0.00014353822717768546
868.266,0.00014578861225286353
868.574,0.00014776150571478382
868.883,0.00014948574488373256
869.191,0.0001500488191580119
869.5,0.0001516797742562948
869.808,0.00015250795872959422
870.116,0.00015332632431381378
870.424,0.00015483043672753725
870.733,0.0001562065804813849
871.041,0.00015709675367370907
871.349,0.00015759805245910496
871.657,0.00015802077737508323
871.965,0.0001588229518412951
872.273,0.00015953380142184792
872.581,0.00016038424062954056
872.888,0.00016149379301808522
873.196,0.00016287334280988048
873.504,0.00016344587562525816
873.812,0.00016374100695652882
874.119,0.0001640266278448274
874.427,0.00016548414493861493
874.734,0.0001661637889855101
875.042,0.00016616408378030087
875.349,0.00016715344381677073
875.656,0.00016786581483258244
875.964,0.00016839151768709826
876.271,0.00016904092412598835
876.578,0.00017008817226941828
876.885,0.00017108960228391865
877.192,0.00017129975269670163
877.499,0.00017280958414809947
877.806,0.00017290133047793917
878.113,0.00017462644158530903
878.42,0.00017544731242953842
878.727,0.00017733091261144197
879.033,0.00017787282837383858
879.34,0.00017836645580034317
879.647,0.000180116010167714
879.953,0.0001828187538398806
880.26,0.00018396815365663907
880.566,0.00018569029691644162
880.873,0.00018377571027648203
881.179,0.00018305673222374994
881.485,0.00018453967322595562
881.791,0.00018661283993016986
882.098,0.0001877881205217747
882.404,0.00018934752606423598
882.71,0.00019002606328385958
883.016,0.00019133994912985046
883.322,0.00019210199076850264
883.628,0.00019299791271163084
883.934,0.00019407362734459867
884.239,0.0001955163219278344
884.545,0.00019520799214346645
884.851,0.00019610650225469599
885.157,0.00019741110265155326
885.462,0.0001991362712066302
885.768,0.00020174132387051948
886.073,0.00020282082562641775
886.379,0.00020376497835552525
886.684,0.00020388310654403512
886.989,0.0002034936357124797
887.294,0.00020366128919414514
887.6,0.00020462897567083088
887.905,0.00020509594370194954
888.21,0.00020556535351141727
888.515,0.00020659817321207107
888.82,0.00020735544027738207
889.125,0.0002090110813820643
889.43,0.00020999446797254553
889.735,0.0002105503690425369
890.039,0.00021154190290435072
890.344,0.0002114331762123094
890.649,0.00021256774182289346
890.953,0.00021307714636613215
891.258,0.00021352801914837472
891.562,0.00021447539763522466
891.867,0.00021516886488479107
892.171,0.0002159595346907442
892.476,0.0002172030333913529
892.78,0.00021716260491490202
893.084,0.00021648693274063308
893.388,0.0002156363042574213
893.692,0.00021512618796376242
893.996,0.00021680170754132888
894.3,0.00021800400283115534
894.604,0.0002189755043964091
894.908,0.00021925297762509093
895.212,0.0002190486852027267
895.516,0.00021825124278994747
895.82,0.00021889269084642723
896.123,0.00021999247348536408
896.427,0.0002200788946184885
896.731,0.0002192979622219868
897.034,0.0002165919995899707
897.338,0.0002140565921537726
897.641,0.00021027990110326528
897.944,0.0002103974103778999
898.248,0.00021568520231867594
898.551,0.00022107633497263403
898.854,0.00022106390007287414
899.157,0.00021477704259339803
899.46,0.00021075714385357982
899.763,0.00020943670651221916
900.066,0.00021171322735316072
900.369,0.00021240248614038922
900.672,0.0002121426107905862
900.975,0.00021147383930263146
901.278,0.00021328094622269803
901.58,0.0002135085968316968
901.883,0.00021507371268645865
902.185,0.0002168809599961876
902.488,0.00021820496245863303
902.79,0.0002173767084015851
903.093,0.0002152481361110127
903.395,0.00021567669072217408
903.698,0.0002187833693242958
904.0,0.00022233289342167602
904.302,0.0002243757923318863
904.604,0.000226837991057047
904.906,0.00022940201224988204
905.208,0.00023051191312760576
905.51,0.00023183717877656596
905.812,0.0002334423938562918
906.114,0.0002348358270925559
906.416,0.00023622112638433589
906.718,0.00023669335746355963
907.019,0.0002361934773567071
907.321,0.0002357741119307634
907.623,0.00023449903996477237
907.924,0.00023298299148149764
908.226,0.0002335719574268824
908.527,0.00023197916603591234
908.828,0.00023102396965069244
909.13,0.0002313996611152595
909.431,0.00023183199681698523
909.732,0.0002332932970584042
910.033,0.0002345961147606451
910.334,0.00023677208402972014
910.635,0.0002368779201252697
910.936,0.000236494334354515
