"wl","rad_cal_mean"
339.27405,0
339.6554751,0
340.0368547,0
340.4181889,0
340.7994776,0
341.1807209,0
341.5619188,0
341.9430712,0
342.3241781,0
342.7052396,0
343.0862557,0
343.4672263,0
343.8481514,0
344.2290311,0
344.6098654,0
344.9906541,0
345.3713975,0
345.7520953,0
346.1327477,0
346.5133546,0
346.8939161,0
347.2744321,0
347.6549026,0
348.0353276,0
348.4157072,0
348.7960413,7.31712251851e-08
349.1763299,7.50707933596474e-08
349.5565731,7.29030774261407e-08
349.9367708,6.6753612851006e-08
350.316923,6.96924854696962e-08
350.6970297,7.20470192204125e-08
351.0770909,7.23648009738348e-08
351.4571067,7.06591070901849e-08
351.837077,6.99028131283756e-08
352.2170017,6.78435993632385e-08
352.596881,6.89039196157065e-08
352.9767149,6.92318615902745e-08
353.3565032,6.84436673274602e-08
353.736246,7.27533592381871e-08
354.1159433,6.87295215389176e-08
354.4955952,7.18670364060674e-08
354.8752015,7.15625289642741e-08
355.2547624,6.8875199225199e-08
355.6342777,6.85699134172831e-08
356.0137476,6.95102022733982e-08
356.3931719,6.56584086545721e-08
356.7725508,6.7328776984277e-08
357.1518841,6.91452516490721e-08
357.5311719,7.05269814968356e-08
357.9104143,6.8049351446194e-08
358.2896111,6.71393949940515e-08
358.6687624,6.77879128095734e-08
359.0478682,6.65035783605805e-08
359.4269285,6.81043573419231e-08
359.8059433,6.88402724277786e-08
360.1849125,6.38936229493091e-08
360.5638363,6.71203873398543e-08
360.9427145,6.7741453717017e-08
361.3215472,6.593518413886e-08
361.7003344,6.75706636760155e-08
362.079076,6.64223705773692e-08
362.4577722,6.55808356493892e-08
362.8364228,6.78384382642754e-08
363.2150279,6.88800201829912e-08
363.5935874,6.84606723969905e-08
363.9721015,6.44584761655209e-08
364.35057,6.58512650937333e-08
364.7289929,6.46152437380969e-08
365.1073704,6.74051165837817e-08
365.4857023,6.7749474690919e-08
365.8639886,6.51108475540951e-08
366.2422294,6.63605777011147e-08
366.6204247,6.44395891878739e-08
366.9985745,6.53116608427313e-08
367.3766787,6.53626932615593e-08
367.7547373,6.475108262797e-08
368.1327504,6.48082561584924e-08
368.510718,6.54939350951857e-08
368.88864,6.58142096793797e-08
369.2665165,6.73469559210242e-08
369.6443474,6.96083395985536e-08
370.0221328,6.87971893137361e-08
370.3998726,6.90028108991604e-08
370.7775668,6.7975238802514e-08
371.1552155,7.02997864112869e-08
371.5328187,7.03683444997625e-08
371.9103763,6.71387195056614e-08
372.2878883,6.60686567554693e-08
372.6653548,6.52930133568256e-08
373.0427757,6.52517459066702e-08
373.420151,6.62899477944583e-08
373.7974808,6.79063884440513e-08
374.174765,7.09419646815145e-08
374.5520036,6.83065336811666e-08
374.9291967,6.98344159850873e-08
375.3063442,6.90506952188751e-08
375.6834461,6.84756485437568e-08
376.0605024,6.78808047580043e-08
376.4375132,6.76579306555541e-08
376.8144784,6.68360666404799e-08
377.191398,6.76641012595915e-08
377.568272,6.82659315338028e-08
377.9451005,6.75184341369472e-08
378.3218833,6.52171607057829e-08
378.6986206,6.58760054695551e-08
379.0753123,6.64864631594967e-08
379.4519584,6.47982212789314e-08
379.828559,6.46980396138636e-08
380.2051139,6.5277979189907e-08
380.5816232,6.43833562901587e-08
380.958087,6.4496877560912e-08
381.3345051,6.58307908481986e-08
381.7108777,6.41530307228958e-08
382.0872046,6.42441928170207e-08
382.463486,6.29638910206424e-08
382.8397218,6.32994553374156e-08
383.2159119,6.39133548469887e-08
383.5920565,6.30452857426026e-08
383.9681554,6.34165122944287e-08
384.3442088,6.30747501138546e-08
384.7202165,6.32323876919956e-08
385.0961787,6.25735591325047e-08
385.4720952,6.33460399649464e-08
385.8479661,6.27667004085965e-08
386.2237914,6.14687586976898e-08
386.5995711,6.05235353512257e-08
386.9753052,6.03817936808029e-08
387.3509936,5.91397244808986e-08
387.7266364,6.03961635299154e-08
388.1022337,6.14919218900292e-08
388.4777853,6.08868747246163e-08
388.8532912,6.02429684047961e-08
389.2287516,6.01013257783172e-08
389.6041663,6.04584183613787e-08
389.9795354,6.13129590438224e-08
390.3548589,6.04065265143419e-08
390.7301367,5.93910137451926e-08
391.1053689,6.09756242786313e-08
391.4805555,5.92454453700752e-08
391.8556964,5.78466470507348e-08
392.2307918,6.02195578769014e-08
392.6058414,5.93917100791235e-08
392.9808455,5.89892500597833e-08
393.3558039,5.80962674901894e-08
393.7307166,5.97866368585794e-08
394.1055837,5.85748758030888e-08
394.4804052,5.74545899289416e-08
394.855181,5.77141231712022e-08
395.2299112,5.68687672310291e-08
395.6045957,5.72689715415079e-08
395.9792346,5.55920312257105e-08
396.3538278,5.62565853095515e-08
396.7283754,5.59367190990088e-08
397.1028773,5.49109166353364e-08
397.4773336,5.52152620417368e-08
397.8517442,5.55759103513053e-08
398.2261092,5.43186617885101e-08
398.6004285,5.52974676599787e-08
