"wl","rad_cal_mean"
339.27405,0
339.6554751,0
340.0368547,0
340.4181889,0
340.7994776,0
341.1807209,0
341.5619188,0
341.9430712,0
342.3241781,0
342.7052396,0
343.0862557,0
343.4672263,0
343.8481514,0
344.2290311,0
344.6098654,0
344.9906541,0
345.3713975,0
345.7520953,0
346.1327477,0
346.5133546,0
346.8939161,0
347.2744321,0
347.6549026,0
348.0353276,0
348.4157072,0
348.7960413,5.41356720724988e-08
349.1763299,5.50633492242146e-08
349.5565731,5.48884381090109e-08
349.9367708,5.52588387503246e-08
350.316923,5.54716710605198e-08
350.6970297,5.32971318481276e-08
351.0770909,5.41953455321183e-08
351.4571067,5.53410172177106e-08
351.837077,5.41040153120507e-08
352.2170017,5.08694123498617e-08
352.596881,5.57910921599962e-08
352.9767149,5.10570416795986e-08
353.3565032,5.41170027582613e-08
353.736246,5.20262406923801e-08
354.1159433,5.02734981508513e-08
354.4955952,5.35275539862659e-08
354.8752015,5.62699013091071e-08
355.2547624,5.24394072718198e-08
355.6342777,5.21782612383933e-08
356.0137476,5.21161222638903e-08
356.3931719,5.43365336587092e-08
356.7725508,5.21125031216147e-08
357.1518841,5.23404532088429e-08
357.5311719,5.34226610184965e-08
357.9104143,5.35297525719381e-08
358.2896111,5.35590626800723e-08
358.6687624,5.45473938308166e-08
359.0478682,5.19359124646751e-08
359.4269285,5.37664594761515e-08
359.8059433,5.19824580045065e-08
360.1849125,5.15760476695763e-08
360.5638363,5.22154897941562e-08
360.9427145,5.32573695385132e-08
361.3215472,5.17954068937215e-08
361.7003344,5.18069634449225e-08
362.079076,5.25495542440924e-08
362.4577722,5.08319059304117e-08
362.8364228,5.20894331890381e-08
363.2150279,5.20296679403956e-08
363.5935874,4.95426871219396e-08
363.9721015,4.95581281057202e-08
364.35057,5.103326084227e-08
364.7289929,5.03760019985789e-08
365.1073704,5.05018518107343e-08
365.4857023,5.14941507329846e-08
365.8639886,5.05613425486673e-08
366.2422294,5.04675410291724e-08
366.6204247,5.03804458253926e-08
366.9985745,5.03414661807764e-08
367.3766787,4.95828036645689e-08
367.7547373,4.91025986886576e-08
368.1327504,4.91067727666865e-08
368.510718,5.00769122245655e-08
368.88864,5.20884577808618e-08
369.2665165,5.13632802277287e-08
369.6443474,5.14919858038478e-08
370.0221328,5.30901942882437e-08
370.3998726,5.22716368000185e-08
370.7775668,5.23342622192479e-08
371.1552155,5.3054018877419e-08
371.5328187,5.35562695459074e-08
371.9103763,5.10362662215647e-08
372.2878883,5.20373448797448e-08
372.6653548,5.04177672655809e-08
373.0427757,5.08064533710915e-08
373.420151,5.11981055999088e-08
373.7974808,5.19544202884161e-08
374.174765,5.52377724435338e-08
374.5520036,5.27995318631986e-08
374.9291967,5.14666198143526e-08
375.3063442,5.16773472603262e-08
375.6834461,5.22024330537802e-08
376.0605024,5.14172564826498e-08
376.4375132,5.16351287693417e-08
376.8144784,5.0695191459009e-08
377.191398,5.10979902918454e-08
377.568272,5.14725698270066e-08
377.9451005,4.98880757670441e-08
378.3218833,5.16291876103083e-08
378.6986206,4.99972475140227e-08
379.0753123,4.95467861798205e-08
379.4519584,4.88397711099385e-08
379.828559,4.88051589023619e-08
380.2051139,4.93682640136143e-08
380.5816232,5.00986695769169e-08
380.958087,4.86239588510131e-08
381.3345051,4.86730504596558e-08
381.7108777,4.81791537836892e-08
382.0872046,4.80095758694852e-08
382.463486,4.90783512693007e-08
382.8397218,4.8164188321236e-08
383.2159119,4.82324342416049e-08
383.5920565,4.91385695842511e-08
383.9681554,4.80405907580381e-08
384.3442088,4.7546074508349e-08
384.7202165,4.78913196828386e-08
385.0961787,4.65423118598555e-08
385.4720952,4.75097838702121e-08
385.8479661,4.71326679883106e-08
386.2237914,4.73258176285934e-08
386.5995711,4.52190571880533e-08
386.9753052,4.49248087573984e-08
387.3509936,4.52787045253697e-08
387.7266364,4.64746568218951e-08
388.1022337,4.72776091988778e-08
388.4777853,4.64674580808594e-08
388.8532912,4.54484408876014e-08
389.2287516,4.60007729225107e-08
389.6041663,4.61660164265541e-08
389.9795354,4.62059098250974e-08
390.3548589,4.53747208364147e-08
390.7301367,4.47942047697361e-08
391.1053689,4.45606376873528e-08
391.4805555,4.54183933848352e-08
391.8556964,4.52974723367456e-08
392.2307918,4.44810444676897e-08
392.6058414,4.47132480884699e-08
392.9808455,4.42664047314542e-08
393.3558039,4.38234539585188e-08
393.7307166,4.40667122138203e-08
394.1055837,4.38348049820336e-08
394.4804052,4.32676175858237e-08
394.855181,4.35614923566969e-08
395.2299112,4.26896521132973e-08
395.6045957,4.28971719440616e-08
395.9792346,4.26012255752168e-08
396.3538278,4.24262816368851e-08
396.7283754,4.23232571374704e-08
397.1028773,4.15859571130505e-08
397.4773336,4.2553026970481e-08
397.8517442,4.11012827162845e-08
398.2261092,4.09990944339023e-08
398.6004285,4.11052766311121e-08
